Year,Facility,Class,All Delays,All Avg. min.,all Total min.,Weather Number of Delays,Weather avg,Weather total,volume number of delays,volume avg,volume total,Equipment number of delays,Equipment avg.,Equipment total,runway number of delays,runway avg.,runway total,Other number of delays,other avg.,other total
2009,MCI,Combined TRACON & Tower with Radar,10,42,417,9,43,384,0,0,0,0,0,0,1,33,33,0,0,0
2009,MCO,Combined TRACON & Tower with Radar,1,19,19,0,0,0,1,19,19,0,0,0,0,0,0,0,0,0
2009,MCO,Towers with Radar,128,39,4973,115,41,4688,5,23,113,0,0,0,0,0,0,8,22,172
2009,MDW,Towers with Radar,744,47,35197,604,51,31052,44,20,881,29,40,1157,6,28,168,61,32,1939
2009,MEM,Combined TRACON & Tower with Radar,348,35,12042,193,35,6672,32,28,882,0,0,0,99,40,3980,24,21,508
2009,MEM,Towers with Radar,415,41,16822,249,47,11805,73,24,1765,1,27,27,54,38,2073,38,30,1152
2009,MHT,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,MIA,Combined TRACON & Tower with Radar,929,31,28695,753,29,21662,41,19,782,45,60,2695,40,56,2252,50,26,1304
2009,MKE,Combined TRACON & Tower with Radar,9,79,714,9,79,714,0,0,0,0,0,0,0,0,0,0,0,0
2009,MSP,Towers with Radar,7879,65,513103,1888,63,119138,13,55,715,6,19,114,5873,66,389687,99,35,3449
2009,MSY,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,OAK,Towers with Radar,51,22,1101,4,22,86,5,23,117,9,18,162,26,23,585,7,22,151
2009,OGG,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,OMA,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ONT,Towers with Radar,64,23,1446,2,26,52,27,23,628,5,21,105,20,20,409,10,25,252
2009,ORD,Towers with Radar,23571,63,1487081,20847,68,1422083,961,21,19839,80,19,1520,1318,26,34259,365,26,9380
2009,PBI,Combined TRACON & Tower with Radar,67,29,1970,6,43,259,39,24,929,0,0,0,0,0,0,22,36,782
2009,PDX,Towers with Radar,204,33,6668,60,49,2917,5,16,81,1,17,17,134,26,3533,4,30,120
2009,PHL,Combined TRACON & Tower with Radar,26811,60,1608482,17505,76,1328270,6871,23,158009,2,17,34,1834,57,105081,599,29,17088
2009,PHX,Towers with Radar,4262,23,98118,937,37,34276,899,21,18733,6,29,174,2294,18,40381,126,36,4554
2009,PIT,Combined TRACON & Tower with Radar,31,33,1014,6,48,289,2,41,81,0,0,0,0,0,0,23,28,644
2009,PSP,Towers with Radar,45,25,1124,2,45,89,15,23,345,1,23,23,5,45,224,22,20,443
2009,PVD,Combined TRACON & Tower with Radar,26,42,1082,18,41,740,1,114,114,0,0,0,1,54,54,6,29,174
2009,RDU,Combined TRACON & Tower with Radar,27,63,1713,26,65,1688,0,0,0,0,0,0,0,0,0,1,25,25
2009,RFD,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,RSW,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,SAN,Towers with Radar,424,27,11358,119,32,3752,136,20,2741,12,17,204,94,32,2995,63,26,1666
2009,SAT,Combined TRACON & Tower with Radar,3,56,169,1,75,75,0,0,0,2,47,94,0,0,0,0,0,0
2009,SDF,Combined TRACON & Tower with Radar,14,46,645,7,35,247,1,23,23,0,0,0,0,0,0,6,63,375
2009,SEA,Towers with Radar,543,34,18581,355,42,14908,0,0,0,0,0,0,180,19,3483,8,24,190
2009,SFO,Towers with Radar,17468,63,1098219,15805,65,1024286,298,20,6074,0,0,0,1130,55,61825,235,26,6034
2009,SJC,Towers with Radar,26,21,537,7,27,190,3,21,62,0,0,0,12,17,199,4,22,86
2009,SJU,Towers with Radar,134,34,4578,36,34,1222,25,38,957,0,0,0,0,0,0,73,33,2399
2009,SLC,Towers with Radar,1096,36,39121,634,36,23121,40,23,911,65,41,2652,293,36,10597,64,29,1840
2009,SMF,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,SNA,Towers with Radar,1298,19,25195,19,28,531,164,20,3287,0,0,0,1098,19,20988,17,23,389
2009,STL,Towers with Radar,16,22,344,16,22,344,0,0,0,0,0,0,0,0,0,0,0,0
2009,TEB,Towers with Radar,2401,44,106369,234,74,17212,947,38,35736,0,0,0,172,61,10442,1048,41,42979
2009,TPA,Combined TRACON & Tower with Radar,190,39,7324,135,38,5067,34,42,1411,8,67,536,10,25,247,3,21,63
2009,TUS,Towers with Radar,1,24,24,0,0,0,1,24,24,0,0,0,0,0,0,0,0,0
2009,VNY,Towers with Radar,9,28,253,0,0,0,9,28,253,0,0,0,0,0,0,0,0,0
2010,ABQ,Combined TRACON & Tower with Radar,3,38,113,0,0,0,1,26,26,0,0,0,0,0,0,2,44,87
2010,ANC,Towers with Radar,175,21,3631,43,20,866,52,21,1088,0,0,0,20,21,410,60,21,1267
2010,ATL,Towers with Radar,26323,57,1488695,20651,64,1315094,3735,22,82539,561,36,20271,623,22,14016,753,75,56775
2010,AUS,Combined TRACON & Tower with Radar,3,73,219,3,73,219,0,0,0,0,0,0,0,0,0,0,0,0
2010,BDL,Towers with Radar,1,25,25,0,0,0,1,25,25,0,0,0,0,0,0,0,0,0
2010,BHM,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,BNA,Combined TRACON & Tower with Radar,32,36,1144,20,37,731,3,39,117,0,0,0,1,31,31,8,33,265
2010,BOS,Towers with Radar,7017,63,438766,6598,65,428145,172,24,4120,29,41,1188,184,23,4281,34,30,1032
2010,BUF,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,BUR,Towers with Radar,70,45,3145,9,54,485,58,45,2600,0,0,0,0,0,0,3,20,60
2010,BWI,Towers with Radar,503,53,26604,380,63,23879,103,23,2363,8,19,153,5,18,92,7,17,117
2010,CLE,Combined TRACON & Tower with Radar,128,22,2872,24,23,549,51,23,1170,0,0,0,0,0,0,53,22,1153
2010,CLT,Combined TRACON & Tower with Radar,5027,31,157946,2413,41,99591,2114,22,47466,44,21,937,133,24,3158,323,21,6794
2010,CVG,Combined TRACON & Tower with Radar,137,30,4165,120,32,3849,1,16,16,1,20,20,8,19,150,7,19,130
2010,DAL,Towers with Radar,256,38,9683,180,45,8091,56,21,1160,0,0,0,1,27,27,19,21,405
2010,DAY,Combined TRACON & Tower with Radar,6,22,132,0,0,0,0,0,0,0,0,0,0,0,0,6,22,132
2010,DCA,Towers with Radar,1120,42,47423,523,67,34996,388,20,7881,8,25,199,101,21,2093,100,23,2254
2010,DEN,Towers with Radar,2027,59,118632,1991,59,117378,20,48,966,0,0,0,16,18,288,0,0,0
2010,DFW,Towers with Radar,3132,54,169021,2871,57,162670,11,22,242,0,0,0,94,19,1789,156,28,4320
2010,DTW,Towers with Radar,2664,34,90821,1396,45,63298,446,23,10443,43,26,1098,650,21,13869,129,16,2113
2010,EWR,Towers with Radar,28728,61,1750402,23063,69,1597134,4887,23,114647,0,0,0,358,47,16698,420,52,21923
2010,FLL,Towers with Radar,1088,31,33912,351,51,17937,734,22,15924,3,17,51,0,0,0,0,0,0
2010,HNL,Towers with Radar,9,29,265,0,0,0,0,0,0,0,0,0,4,35,141,5,25,124
2010,HOU,Towers with Radar,533,45,23999,240,52,12511,231,41,9556,5,29,144,56,31,1759,1,29,29
2010,HPN,Towers with Radar,461,51,23624,28,59,1654,383,54,20504,0,0,0,4,20,78,46,30,1388
2010,IAD,Towers with Radar,1730,45,77868,1127,57,63710,397,24,9505,4,40,160,160,22,3491,42,24,1002
2010,IAH,Towers with Radar,5662,32,183652,3639,39,141131,1204,19,23388,74,24,1785,610,21,12687,135,35,4661
2010,IND,Combined TRACON & Tower with Radar,31,71,2200,9,41,368,0,0,0,22,83,1832,0,0,0,0,0,0
2010,ISP,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,JAX,Combined TRACON & Tower with Radar,4,32,127,4,32,127,0,0,0,0,0,0,0,0,0,0,0,0
2010,JFK,Towers with Radar,13852,53,738350,7608,63,480315,2217,27,60621,169,42,7019,3505,49,173358,353,48,17037
2010,LAS,Towers with Radar,2609,44,113800,1539,58,89009,846,21,18176,8,27,214,46,21,943,170,32,5458
2010,LAX,Towers with Radar,832,24,19660,406,23,9480,210,23,4837,2,25,49,134,22,2993,80,29,2301
2010,LGA,Towers with Radar,30946,46,1437846,18715,61,1149023,11459,23,268176,69,36,2454,204,23,4670,499,27,13523
2010,LGB,Towers with Radar,28,21,585,1,24,24,15,21,314,0,0,0,6,18,109,6,23,138
2010,MCI,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,MCO,Towers with Radar,115,30,3449,78,34,2641,17,23,395,0,0,0,0,0,0,20,21,413
2010,MDW,Towers with Radar,806,53,42484,698,57,40031,106,23,2404,0,0,0,2,25,49,0,0,0
2010,MEM,Towers with Radar,336,36,12162,276,39,10729,17,31,534,0,0,0,18,20,355,25,22,544
2010,MHT,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,MIA,Combined TRACON & Tower with Radar,1244,28,35445,865,32,27347,68,20,1365,0,0,0,238,21,5101,73,22,1632
2010,MKE,Combined TRACON & Tower with Radar,40,35,1412,37,36,1330,2,25,50,0,0,0,0,0,0,1,32,32
2010,MSP,Towers with Radar,1968,65,128613,1828,68,125104,48,22,1044,0,0,0,73,28,2027,19,23,438
2010,MSY,Combined TRACON & Tower with Radar,6,31,188,0,0,0,0,0,0,0,0,0,0,0,0,6,31,188
2010,OAK,Towers with Radar,57,24,1357,28,26,716,4,19,77,0,0,0,12,19,232,13,26,332
2010,OGG,Towers with Radar,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,20,20
2010,OMA,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ONT,Towers with Radar,24,27,650,13,31,406,0,0,0,0,0,0,6,23,138,5,21,106
2010,ORD,Towers with Radar,28098,64,1809685,25682,68,1745276,1468,23,33553,1,73,73,491,25,12041,456,41,18742
2010,PBI,Combined TRACON & Tower with Radar,59,54,3178,9,55,498,50,54,2680,0,0,0,0,0,0,0,0,0
2010,PDX,Towers with Radar,125,20,2540,8,18,146,0,0,0,0,0,0,74,18,1295,43,26,1099
2010,PHL,Combined TRACON & Tower with Radar,14660,50,739641,9502,65,615267,4668,24,110614,80,39,3082,151,25,3746,259,27,6932
2010,PHX,Towers with Radar,5892,25,145808,1815,35,64388,754,20,14861,0,0,0,3250,20,64804,73,24,1755
2010,PIT,Combined TRACON & Tower with Radar,39,23,912,8,38,307,3,19,56,0,0,0,0,0,0,28,20,549
2010,PSP,Towers with Radar,35,19,676,7,25,175,9,18,161,1,22,22,4,20,79,14,17,239
2010,PVD,Combined TRACON & Tower with Radar,8,98,781,1,17,17,2,18,35,0,0,0,0,0,0,5,146,729
2010,RDU,Combined TRACON & Tower with Radar,2,30,60,1,32,32,0,0,0,0,0,0,0,0,0,1,28,28
2010,RFD,Combined TRACON & Tower with Radar,2,39,77,0,0,0,0,0,0,0,0,0,0,0,0,2,39,77
2010,RSW,Combined TRACON & Tower with Radar,1,26,26,0,0,0,1,26,26,0,0,0,0,0,0,0,0,0
2010,SAN,Towers with Radar,464,29,13356,239,32,7594,143,29,4191,0,0,0,53,19,1006,29,19,565
2010,SAT,Combined TRACON & Tower with Radar,40,65,2583,26,83,2162,0,0,0,0,0,0,0,0,0,14,30,421
2010,SDF,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,SEA,Towers with Radar,610,44,26657,565,46,25731,27,17,464,0,0,0,18,26,462,0,0,0
2010,SFO,Towers with Radar,21944,68,1490162,21185,70,1474496,306,19,5817,0,0,0,241,19,4575,212,25,5274
2010,SJC,Towers with Radar,16,47,750,1,25,25,3,19,58,0,0,0,3,21,63,9,67,604
2010,SJU,Towers with Radar,8,36,286,0,0,0,5,35,177,0,0,0,0,0,0,3,36,109
2010,SLC,Towers with Radar,927,30,28211,530,35,18731,38,23,872,0,0,0,357,24,8520,2,44,88
2010,SMF,Towers with Radar,1,32,32,1,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2010,SNA,Towers with Radar,850,19,16432,8,34,269,38,21,796,0,0,0,796,19,15108,8,32,259
2010,STL,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,TEB,Towers with Radar,3645,41,150117,829,53,44121,1642,40,66045,3,21,63,795,30,24151,376,42,15737
2010,TPA,Combined TRACON & Tower with Radar,138,37,5092,103,39,4031,12,42,509,0,0,0,6,18,108,17,26,444
2010,TUS,Towers with Radar,9,32,289,1,40,40,1,36,36,0,0,0,0,0,0,7,30,213
2010,VNY,Towers with Radar,50,26,1296,0,0,0,49,26,1279,1,17,17,0,0,0,0,0,0
2011,ABQ,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ANC,Towers with Radar,193,21,4107,62,23,1435,74,19,1411,2,93,186,46,20,909,9,18,166
2011,ATL,Towers with Radar,11925,49,588943,7862,59,465837,2383,23,54850,622,62,38752,782,28,21802,276,28,7702
2011,AUS,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,BDL,Towers with Radar,3,51,152,0,0,0,0,0,0,0,0,0,0,0,0,3,51,152
2011,BHM,Combined TRACON & Tower with Radar,2,28,56,0,0,0,0,0,0,0,0,0,0,0,0,2,28,56
2011,BNA,Combined TRACON & Tower with Radar,4,67,269,2,62,123,1,54,54,0,0,0,0,0,0,1,92,92
2011,BOS,Towers with Radar,9933,65,647341,9382,66,619286,101,25,2483,386,62,23809,3,40,120,61,27,1643
2011,BUF,Combined TRACON & Tower with Radar,2,18,36,0,0,0,0,0,0,0,0,0,0,0,0,2,18,36
2011,BUR,Towers with Radar,4,19,75,0,0,0,4,19,75,0,0,0,0,0,0,0,0,0
2011,BWI,Towers with Radar,1249,69,86207,586,83,48372,149,22,3221,5,24,120,503,68,34378,6,19,116
2011,CLE,Combined TRACON & Tower with Radar,230,43,9964,167,52,8602,33,23,744,0,0,0,0,0,0,30,21,618
2011,CLT,Combined TRACON & Tower with Radar,4791,33,156568,1731,50,86683,1999,23,46409,42,51,2130,888,21,18463,131,22,2883
2011,CVG,Combined TRACON & Tower with Radar,114,35,3964,91,38,3487,8,24,188,3,17,50,2,16,32,10,21,207
2011,DAL,Towers with Radar,953,61,57929,404,67,27213,527,57,29970,0,0,0,0,0,0,22,34,746
2011,DAY,Combined TRACON & Tower with Radar,3,21,64,0,0,0,0,0,0,0,0,0,0,0,0,3,21,64
2011,DAY,Towers with Radar,2,30,59,0,0,0,0,0,0,0,0,0,0,0,0,2,30,59
2011,DCA,Towers with Radar,2306,40,91402,1330,52,69627,653,20,13169,61,31,1894,118,26,3077,144,25,3635
2011,DEN,Towers with Radar,2425,50,121315,2221,50,111028,9,35,316,168,55,9179,25,30,746,2,23,46
2011,DFW,Towers with Radar,1969,64,125086,1846,66,121607,57,19,1057,3,20,60,20,16,329,43,47,2033
2011,DTW,Towers with Radar,2630,41,106760,1686,50,84762,316,24,7602,0,0,0,304,25,7640,324,21,6756
2011,EWR,Towers with Radar,32980,63,2092641,27853,70,1948296,4028,23,93353,61,38,2293,476,33,15626,562,59,33073
2011,FLL,Towers with Radar,911,26,23376,214,32,6855,464,20,9058,0,0,0,128,40,5090,105,23,2373
2011,HNL,Towers with Radar,16,30,473,0,0,0,0,0,0,0,0,0,0,0,0,16,30,473
2011,HOU,Towers with Radar,414,43,17879,164,48,7952,238,40,9527,2,20,39,1,20,20,9,38,341
2011,HPN,Towers with Radar,502,43,21700,80,45,3596,413,43,17832,0,0,0,4,19,74,5,40,198
2011,IAD,Towers with Radar,1597,45,72027,985,57,55710,386,26,10050,24,27,645,186,28,5277,16,22,345
2011,IAH,Towers with Radar,4599,29,132709,2641,35,92567,1053,19,20293,123,22,2714,603,22,13474,179,20,3661
2011,IND,Combined TRACON & Tower with Radar,49,38,1860,49,38,1860,0,0,0,0,0,0,0,0,0,0,0,0
2011,ISP,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,JAX,Combined TRACON & Tower with Radar,4,23,93,0,0,0,1,26,26,0,0,0,0,0,0,3,22,67
2011,JFK,Towers with Radar,12784,62,788509,10707,67,721973,1128,29,33114,75,55,4156,211,21,4480,663,37,24786
2011,LAS,Towers with Radar,1581,31,49699,923,38,34999,301,23,6804,0,0,0,328,22,7108,29,27,788
2011,LAX,Towers with Radar,2171,28,61146,1179,34,39810,535,21,11284,9,21,187,266,20,5390,182,25,4475
2011,LGA,Towers with Radar,33187,53,1768684,21626,68,1470248,10542,26,271933,73,26,1898,348,23,7933,598,28,16672
2011,LGB,Towers with Radar,28,22,614,3,25,75,14,22,304,0,0,0,3,19,58,8,22,177
2011,MCI,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,MCO,Towers with Radar,403,49,19567,321,55,17635,35,23,803,0,0,0,13,23,293,34,25,836
2011,MDW,Towers with Radar,769,64,49323,674,70,47085,67,20,1349,7,18,126,0,0,0,21,36,763
2011,MEM,Towers with Radar,849,45,37890,744,47,34613,42,32,1361,47,33,1567,0,0,0,16,22,349
2011,MHT,Towers with Radar,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1,30,30
2011,MIA,Combined TRACON & Tower with Radar,1640,31,50253,1348,32,42771,169,19,3216,0,0,0,23,20,449,100,38,3817
2011,MKE,Combined TRACON & Tower with Radar,43,51,2192,36,53,1897,1,16,16,4,59,235,1,18,18,1,26,26
2011,MSP,Towers with Radar,1720,71,122845,1580,76,119431,8,29,233,0,0,0,60,25,1479,72,24,1702
2011,MSY,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,OAK,Towers with Radar,96,26,2497,15,37,560,5,21,107,23,31,705,42,22,917,11,19,208
2011,OGG,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,OMA,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ONT,Towers with Radar,10,30,297,5,34,172,5,25,125,0,0,0,0,0,0,0,0,0
2011,ORD,Towers with Radar,32593,68,2232186,30019,72,2175367,1716,21,35585,6,18,109,419,24,9899,433,26,11226
2011,PBI,Combined TRACON & Tower with Radar,44,24,1062,0,0,0,40,25,987,3,18,54,0,0,0,1,21,21
2011,PDX,Towers with Radar,100,30,3016,19,31,590,0,0,0,54,33,1777,23,25,570,4,20,79
2011,PHL,Combined TRACON & Tower with Radar,18681,60,1128494,14813,70,1037585,3479,23,81680,6,28,165,29,24,687,354,24,8377
2011,PHX,Towers with Radar,2462,21,52382,717,27,19586,697,21,14305,19,18,349,944,17,16472,85,20,1670
2011,PIT,Combined TRACON & Tower with Radar,57,37,2112,26,52,1358,4,18,72,0,0,0,2,63,125,25,22,557
2011,PSP,Towers with Radar,12,99,1192,0,0,0,3,17,50,0,0,0,0,0,0,9,127,1142
2011,PVD,Combined TRACON & Tower with Radar,1,22,22,0,0,0,0,0,0,0,0,0,1,22,22,0,0,0
2011,RDU,Combined TRACON & Tower with Radar,31,54,1684,23,64,1465,1,22,22,0,0,0,0,0,0,7,28,197
2011,RFD,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,RSW,Combined TRACON & Tower with Radar,22,30,663,18,29,526,0,0,0,0,0,0,0,0,0,4,34,137
2011,SAN,Towers with Radar,258,28,7199,180,31,5590,52,20,1056,1,16,16,6,19,115,19,22,422
2011,SAT,Combined TRACON & Tower with Radar,54,40,2181,21,56,1179,0,0,0,33,30,1002,0,0,0,0,0,0
2011,SDF,Combined TRACON & Tower with Radar,58,54,3141,48,50,2405,10,74,736,0,0,0,0,0,0,0,0,0
2011,SEA,Towers with Radar,102,22,2280,54,25,1364,26,19,487,0,0,0,19,19,365,3,21,64
2011,SFO,Towers with Radar,20385,66,1347228,19441,68,1326369,276,21,5679,0,0,0,198,18,3541,470,25,11639
2011,SJC,Towers with Radar,37,62,2295,30,69,2084,2,19,37,0,0,0,1,16,16,4,40,158
2011,SJU,Towers with Radar,7,36,252,1,26,26,0,0,0,0,0,0,5,39,193,1,33,33
2011,SLC,Towers with Radar,123,25,3045,68,29,1993,33,18,588,0,0,0,19,21,405,3,20,59
2011,SMF,Towers with Radar,3,63,190,3,63,190,0,0,0,0,0,0,0,0,0,0,0,0
2011,SNA,Towers with Radar,904,19,16775,9,21,186,14,23,327,1,25,25,868,18,15969,12,22,268
2011,STL,Towers with Radar,11,37,402,9,35,311,0,0,0,0,0,0,0,0,0,2,46,91
2011,TEB,Towers with Radar,3152,34,108131,881,42,37310,1594,32,50611,0,0,0,604,30,18218,73,27,1992
2011,TPA,Combined TRACON & Tower with Radar,326,35,11293,265,38,9938,9,21,187,0,0,0,0,0,0,52,22,1168
2011,TUS,Towers with Radar,2,59,118,0,0,0,0,0,0,0,0,0,1,83,83,1,35,35
2011,VNY,Towers with Radar,43,26,1101,3,21,62,17,20,336,0,0,0,1,101,101,22,27,602
2012,ABQ,Combined TRACON & Tower with Radar,1,45,45,0,0,0,1,45,45,0,0,0,0,0,0,0,0,0
2012,ANC,Towers with Radar,131,22,2828,30,23,697,36,22,794,0,0,0,44,21,925,21,20,412
2012,ATL,Towers with Radar,9410,42,392161,6314,48,302346,1382,23,31687,32,40,1273,1428,35,49353,254,30,7502
2012,AUS,Combined TRACON & Tower with Radar,3,59,177,2,77,153,0,0,0,0,0,0,0,0,0,1,24,24
2012,BDL,Towers with Radar,7,42,292,5,44,221,0,0,0,0,0,0,0,0,0,2,36,71
2012,BHM,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,BNA,Combined TRACON & Tower with Radar,7,31,215,4,26,104,3,37,111,0,0,0,0,0,0,0,0,0
2012,BOS,Towers with Radar,3622,48,174832,3435,50,170084,88,27,2365,0,0,0,35,18,626,64,27,1757
2012,BUF,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,BUR,Towers with Radar,1,22,22,0,0,0,1,22,22,0,0,0,0,0,0,0,0,0
2012,BWI,Towers with Radar,1810,70,126955,799,91,72417,200,26,5122,0,0,0,772,63,48605,39,21,811
2012,CLE,Combined TRACON & Tower with Radar,96,33,3189,71,37,2619,8,28,220,0,0,0,0,0,0,17,21,350
2012,CLT,Combined TRACON & Tower with Radar,3331,33,109712,1581,45,71539,1493,22,32151,5,31,156,62,22,1378,190,24,4488
2012,CVG,Combined TRACON & Tower with Radar,69,30,2045,36,32,1168,0,0,0,2,23,46,2,17,33,29,28,798
2012,DAL,Towers with Radar,224,47,10448,183,51,9337,14,20,284,15,34,513,0,0,0,12,26,314
2012,DAY,Towers with Radar,9,30,270,0,0,0,0,0,0,0,0,0,0,0,0,9,30,270
2012,DCA,Towers with Radar,3081,47,144766,1241,57,71336,1093,20,22406,4,58,232,465,96,44826,278,21,5966
2012,DEN,Towers with Radar,2029,54,109313,1942,54,104952,10,29,286,0,0,0,3,20,60,74,54,4015
2012,DFW,Towers with Radar,1532,71,109295,1485,73,107929,15,21,311,12,32,382,8,21,165,12,42,508
2012,DTW,Towers with Radar,1946,40,78277,1159,49,56771,311,24,7534,0,0,0,359,32,11363,117,22,2609
2012,EWR,Towers with Radar,35638,57,2014214,24893,64,1602468,5116,23,118481,63,50,3176,5048,53,269938,518,39,20151
2012,FLL,Towers with Radar,2061,38,78227,560,29,16004,680,20,13748,0,0,0,744,63,46755,77,22,1720
2012,HNL,Towers with Radar,29,36,1052,2,30,60,1,22,22,0,0,0,0,0,0,26,37,970
2012,HOU,Towers with Radar,346,42,14652,235,46,10916,109,34,3688,1,29,29,0,0,0,1,19,19
2012,HPN,Towers with Radar,522,36,18903,73,37,2732,399,37,14912,0,0,0,17,32,536,33,22,723
2012,IAD,Towers with Radar,814,55,44458,519,71,36866,204,24,4925,0,0,0,21,29,599,70,30,2068
2012,IAH,Towers with Radar,4853,40,194333,3879,45,175425,736,19,14087,0,0,0,169,21,3478,69,19,1343
2012,IND,Combined TRACON & Tower with Radar,197,56,10972,22,41,898,60,69,4164,0,0,0,0,0,0,115,51,5910
2012,ISP,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,JAX,Combined TRACON & Tower with Radar,2,25,50,2,25,50,0,0,0,0,0,0,0,0,0,0,0,0
2012,JFK,Towers with Radar,9123,47,429004,6968,53,366901,1382,26,36500,0,0,0,248,29,7126,525,35,18477
2012,LAS,Towers with Radar,1903,47,88805,1105,63,70010,539,21,11448,0,0,0,69,25,1721,190,30,5626
2012,LAX,Towers with Radar,2542,26,67166,702,31,21480,754,22,16909,0,0,0,673,27,18499,413,25,10278
2012,LGA,Towers with Radar,26700,49,1320122,16058,64,1031446,9316,24,225736,545,78,42238,342,27,9378,439,26,11324
2012,LGB,Towers with Radar,20,23,464,5,38,188,9,18,166,0,0,0,4,19,74,2,18,36
2012,MCI,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MCO,Towers with Radar,55,28,1561,30,29,881,25,27,680,0,0,0,0,0,0,0,0,0
2012,MDW,Towers with Radar,567,42,23991,430,47,20198,130,27,3517,0,0,0,0,0,0,7,39,276
2012,MEM,Towers with Radar,627,46,28846,552,48,26304,75,34,2542,0,0,0,0,0,0,0,0,0
2012,MHT,Towers with Radar,9,26,237,2,28,56,1,32,32,0,0,0,0,0,0,6,25,149
2012,MIA,Combined TRACON & Tower with Radar,1418,24,33756,1016,26,25930,281,18,5188,0,0,0,21,18,379,100,23,2259
2012,MKE,Combined TRACON & Tower with Radar,12,40,480,3,44,131,2,17,34,0,0,0,7,45,315,0,0,0
2012,MSP,Towers with Radar,730,57,41553,697,59,40779,3,17,50,0,0,0,0,0,0,30,24,724
2012,MSY,Combined TRACON & Tower with Radar,8,57,459,8,57,459,0,0,0,0,0,0,0,0,0,0,0,0
2012,OAK,Towers with Radar,126,23,2957,22,29,646,8,18,146,0,0,0,81,22,1760,15,27,405
2012,OGG,Towers with Radar,2,25,49,0,0,0,0,0,0,0,0,0,2,25,49,0,0,0
2012,OMA,Towers with Radar,52,61,3157,52,61,3157,0,0,0,0,0,0,0,0,0,0,0,0
2012,ONT,Towers with Radar,29,24,691,1,54,54,0,0,0,6,26,153,22,22,484,0,0,0
2012,ORD,Towers with Radar,20672,59,1210141,17850,64,1137259,1416,20,28544,48,29,1415,425,20,8541,933,37,34382
2012,PBI,Combined TRACON & Tower with Radar,78,43,3376,45,53,2401,29,30,873,0,0,0,4,26,102,0,0,0
2012,PDX,Towers with Radar,9,23,203,2,19,37,2,17,34,0,0,0,0,0,0,5,26,132
2012,PHL,Combined TRACON & Tower with Radar,14120,56,787489,11629,62,726645,2204,24,53417,5,25,125,41,24,997,241,26,6305
2012,PHX,Towers with Radar,4664,31,143046,504,26,12948,333,21,6922,0,0,0,3760,32,121745,67,21,1431
2012,PIT,Combined TRACON & Tower with Radar,29,26,766,5,30,148,3,50,151,0,0,0,1,63,63,20,20,404
