Year,Facility,Class,All Delays,All Avg. min.,all Total min.,Weather Number of Delays,Weather avg,Weather total,volume number of delays,volume avg,volume total,Equipment number of delays,Equipment avg.,Equipment total,runway number of delays,runway avg.,runway total,Other number of delays,other avg.,other total
2006,DTW,Towers with Radar,3510,40,139458,1839,54,99985,660,27,17821,6,34,205,963,21,20161,42,31,1286
2006,EWR,Towers with Radar,50203,55,2772678,29208,75,2197646,14834,28,422356,49,79,3853,5711,22,127826,401,52,20997
2006,FLL,Towers with Radar,1773,35,62826,804,47,37416,664,27,17772,0,0,0,153,21,3274,152,29,4364
2006,HNL,Towers with Radar,23,26,603,0,0,0,0,0,0,0,0,0,12,18,215,11,35,388
2006,HOU,Towers with Radar,418,53,22152,356,56,19847,45,28,1254,5,82,411,2,29,58,10,58,582
2006,HPN,Towers with Radar,406,52,21028,146,63,9232,213,49,10517,0,0,0,41,22,892,6,65,387
2006,IAD,Towers with Radar,1986,55,109073,1050,78,82041,508,30,15420,1,20,20,366,26,9591,61,33,2001
2006,IAH,Towers with Radar,13674,40,541433,9285,47,435846,1429,23,33212,178,60,10636,2404,20,48582,378,35,13157
2006,IND,Combined TRACON & Tower with Radar,73,52,3799,54,57,3101,16,40,638,0,0,0,0,0,0,3,20,60
2006,ISP,Towers with Radar,11,53,580,9,58,524,1,17,17,0,0,0,0,0,0,1,39,39
2006,JAX,Combined TRACON & Tower with Radar,26,40,1041,24,41,984,1,26,26,0,0,0,0,0,0,1,31,31
2006,JFK,Towers with Radar,22886,38,875518,7127,61,433821,3892,31,122547,305,33,10020,10655,27,284180,907,28,24950
2006,LAS,Towers with Radar,14789,29,429444,4876,42,204612,550,25,13766,70,21,1471,9036,22,201076,257,33,8519
2006,LAX,Towers with Radar,2727,38,104105,868,53,46091,215,23,4952,103,61,6245,1492,30,45193,49,33,1624
2006,LGA,Towers with Radar,34715,50,1729362,23120,61,1410102,4806,31,150990,146,60,8831,5184,23,119946,1459,27,39493
2006,LGB,Towers with Radar,32,40,1266,8,47,373,8,24,195,2,166,331,2,21,41,12,27,326
2006,MCI,Combined TRACON & Tower with Radar,26,28,725,11,29,314,4,19,77,0,0,0,0,0,0,11,30,334
2006,MCO,Combined TRACON & Tower with Radar,465,38,17505,300,41,12424,8,24,189,83,36,3024,0,0,0,74,25,1868
2006,MDW,Towers with Radar,2208,66,145411,1820,72,131325,288,34,9894,1,18,18,73,35,2575,26,62,1599
2006,MEM,Combined TRACON & Tower with Radar,1294,34,43478,624,45,28082,444,22,9610,1,34,34,132,23,3096,93,29,2656
2006,MHT,Towers with Radar,14,77,1077,4,57,228,2,289,577,0,0,0,4,49,194,4,20,78
2006,MIA,Combined TRACON & Tower with Radar,955,39,37584,871,41,35861,6,19,111,7,42,295,26,19,491,45,18,826
2006,MKE,Combined TRACON & Tower with Radar,14,50,706,10,48,481,2,28,55,0,0,0,0,0,0,2,85,170
2006,MSP,Towers with Radar,779,59,46002,594,66,39382,85,25,2098,4,100,401,6,80,477,90,40,3644
2006,MSY,Combined TRACON & Tower with Radar,12,47,569,1,44,44,0,0,0,0,0,0,0,0,0,11,48,525
2006,OAK,Towers with Radar,391,24,9557,90,32,2869,36,18,649,15,78,1164,164,18,2988,86,22,1887
2006,OGG,Towers with Radar,1,19,19,0,0,0,0,0,0,1,19,19,0,0,0,0,0,0
2006,OMA,Towers with Radar,4,60,238,2,83,165,0,0,0,0,0,0,0,0,0,2,37,73
2006,ONT,Towers with Radar,221,30,6649,21,39,826,27,34,911,0,0,0,151,28,4176,22,33,736
2006,ORD,Towers with Radar,64080,60,3869574,52809,66,3494234,5254,26,136363,808,60,48517,4012,34,136277,1197,45,54183
2006,PBI,Combined TRACON & Tower with Radar,986,40,39303,125,32,3963,807,42,33623,2,21,42,44,28,1243,8,54,432
2006,PDX,Towers with Radar,149,49,7286,110,56,6185,6,16,97,22,33,725,6,23,140,5,28,139
2006,PHL,Combined TRACON & Tower with Radar,28352,47,1333074,18780,59,1098939,1165,26,30155,129,35,4527,7242,22,162651,1036,36,36802
2006,PHX,Towers with Radar,5908,27,161613,2052,43,87421,311,22,6863,70,58,4043,3291,18,59166,184,22,4120
2006,PIT,Combined TRACON & Tower with Radar,48,63,3015,25,78,1952,0,0,0,0,0,0,0,0,0,23,46,1063
2006,PSP,Combined TRACON & Tower with Radar,14,28,394,2,17,34,7,24,168,0,0,0,3,29,88,2,52,104
2006,PVD,Combined TRACON & Tower with Radar,40,37,1483,32,39,1261,4,29,116,0,0,0,0,0,0,4,27,106
2006,RDU,Combined TRACON & Tower with Radar,66,65,4300,64,66,4206,2,47,94,0,0,0,0,0,0,0,0,0
2006,RFD,Combined TRACON & Tower with Radar,3,23,69,0,0,0,2,20,40,0,0,0,0,0,0,1,29,29
2006,RSW,Combined TRACON & Tower with Radar,522,45,23476,61,57,3453,127,38,4828,27,40,1076,286,47,13334,21,37,785
2006,SAN,Towers with Radar,537,35,19008,276,43,11993,113,25,2786,57,32,1821,75,28,2093,16,20,315
2006,SAT,Combined TRACON & Tower with Radar,24,45,1068,13,57,743,0,0,0,0,0,0,0,0,0,11,30,325
2006,SDF,Combined TRACON & Tower with Radar,130,60,7745,103,66,6771,12,38,454,9,32,291,2,49,98,4,33,131
2006,SEA,Towers with Radar,815,58,47154,577,55,31933,11,18,193,204,70,14302,0,0,0,23,32,726
2006,SFO,Towers with Radar,9558,56,532226,8716,58,505646,111,28,3109,126,54,6751,496,28,14090,109,24,2630
2006,SJC,Towers with Radar,127,44,5571,68,58,3928,10,22,221,0,0,0,43,24,1034,6,65,388
2006,SJU,Towers with Radar,915,33,29940,77,32,2476,11,28,304,14,29,411,733,33,24080,80,33,2669
2006,SLC,Towers with Radar,1539,29,44672,932,33,30536,49,24,1183,55,37,2008,305,21,6531,198,22,4414
2006,SMF,Towers with Radar,21,32,666,10,33,326,1,35,35,0,0,0,4,31,124,6,30,181
2006,SNA,Towers with Radar,1710,20,34190,33,37,1237,6,20,121,1,18,18,1630,19,31729,40,27,1085
2006,STL,Towers with Radar,49,67,3276,44,71,3142,3,27,81,0,0,0,0,0,0,2,27,53
2006,TEB,Towers with Radar,5143,43,218739,960,61,58588,2244,39,86628,3,68,204,934,36,33843,1002,39,39476
2006,TPA,Combined TRACON & Tower with Radar,120,62,7457,102,67,6869,3,49,148,0,0,0,3,37,110,12,28,330
2006,TUS,Towers with Radar,12,30,364,4,50,198,3,17,50,0,0,0,2,20,40,3,25,76
2006,VNY,Towers with Radar,106,21,2252,1,21,21,104,21,2213,0,0,0,0,0,0,1,18,18
2007,ABQ,Combined TRACON & Tower with Radar,17,39,663,17,39,663,0,0,0,0,0,0,0,0,0,0,0,0
2007,ANC,Towers with Radar,422,24,10218,206,28,5699,44,20,864,2,36,72,104,22,2268,66,20,1315
2007,ATL,Towers with Radar,24255,38,928043,16856,46,772490,5338,19,102856,656,37,24152,703,20,13933,702,21,14612
2007,AUS,Combined TRACON & Tower with Radar,13,62,803,11,68,751,2,26,52,0,0,0,0,0,0,0,0,0
2007,BDL,Towers with Radar,31,37,1148,21,41,854,1,30,30,0,0,0,0,0,0,9,29,264
2007,BHM,Combined TRACON & Tower with Radar,159,49,7843,45,69,3121,79,42,3340,24,40,960,2,33,65,9,40,357
2007,BNA,Combined TRACON & Tower with Radar,58,45,2597,54,45,2445,1,46,46,2,34,67,0,0,0,1,39,39
2007,BOS,Towers with Radar,7900,59,468333,7502,61,455500,197,26,5051,47,34,1611,26,22,583,128,44,5588
2007,BUF,Combined TRACON & Tower with Radar,10,46,464,10,46,464,0,0,0,0,0,0,0,0,0,0,0,0
2007,BUR,Towers with Radar,64,25,1574,6,50,297,55,22,1200,0,0,0,2,23,46,1,31,31
2007,BWI,Towers with Radar,552,69,38157,423,83,34917,65,26,1673,6,18,105,29,25,713,29,26,749
2007,CLE,Combined TRACON & Tower with Radar,604,46,28042,389,56,21783,191,26,4932,0,0,0,7,65,456,17,51,871
2007,CLT,Combined TRACON & Tower with Radar,6738,24,161001,1455,41,59572,1311,21,28127,6,43,259,3919,18,71972,47,23,1071
2007,CVG,Combined TRACON & Tower with Radar,950,37,35151,612,43,26596,194,24,4671,66,35,2288,47,20,942,31,21,654
2007,DAL,Towers with Radar,741,52,38665,434,68,29442,229,29,6705,49,34,1683,2,16,32,27,30,803
2007,DAY,Combined TRACON & Tower with Radar,15,54,813,1,53,53,2,29,58,0,0,0,0,0,0,12,59,702
2007,DCA,Towers with Radar,1161,49,56577,789,61,48366,88,25,2202,13,23,294,178,20,3493,93,24,2222
2007,DEN,Towers with Radar,2119,63,132472,2032,64,129363,11,36,392,2,20,39,16,43,680,58,34,1998
2007,DFW,Towers with Radar,7851,60,470322,7367,61,446908,50,26,1311,370,53,19752,33,19,639,31,55,1712
2007,DTW,Towers with Radar,2464,42,102802,1265,58,73949,357,26,9336,67,49,3286,728,20,14912,47,28,1319
2007,EWR,Towers with Radar,52187,63,3304617,33574,82,2764121,13128,30,391314,7,52,367,4747,23,110084,731,53,38731
2007,FLL,Towers with Radar,2188,27,59281,724,39,28079,153,21,3277,10,32,319,1165,21,23986,136,27,3620
2007,HNL,Towers with Radar,14,33,468,0,0,0,0,0,0,0,0,0,0,0,0,14,33,468
2007,HOU,Towers with Radar,753,54,40992,393,63,24814,125,39,4909,26,75,1948,205,44,9079,4,61,242
2007,HPN,Towers with Radar,2096,48,99813,459,59,27214,1118,53,58720,1,82,82,3,27,82,515,27,13715
2007,IAD,Towers with Radar,2456,55,134947,1548,71,109907,443,29,12883,1,18,18,331,21,7059,133,38,5080
2007,IAH,Towers with Radar,10527,43,455988,8021,49,391529,186,30,5656,199,57,11362,1902,20,38938,219,39,8503
2007,IND,Combined TRACON & Tower with Radar,32,57,1822,20,64,1280,0,0,0,0,0,0,6,28,170,6,62,372
2007,ISP,Towers with Radar,27,67,1816,16,82,1308,9,38,346,0,0,0,0,0,0,2,81,162
2007,JAX,Combined TRACON & Tower with Radar,36,32,1159,23,35,797,3,22,67,1,29,29,0,0,0,9,30,266
2007,JFK,Towers with Radar,31583,48,1529391,17707,61,1085492,6691,34,230227,117,56,6537,6118,28,169892,950,39,37243
2007,LAS,Towers with Radar,13980,28,389028,3155,45,141735,1825,32,59309,4,17,68,8459,20,173105,537,28,14811
2007,LAX,Towers with Radar,3375,28,93631,1611,34,54421,362,24,8623,90,27,2423,1235,22,26587,77,20,1577
2007,LGA,Towers with Radar,46247,53,2430768,30251,65,1959013,7329,34,248906,395,54,21167,7215,24,175450,1057,25,26232
2007,LGB,Towers with Radar,67,23,1542,9,24,216,53,23,1200,2,26,51,2,30,59,1,16,16
2007,MCI,Combined TRACON & Tower with Radar,21,56,1170,8,94,749,4,36,144,0,0,0,0,0,0,9,31,277
2007,MCO,Combined TRACON & Tower with Radar,455,41,18713,399,40,16059,6,37,220,0,0,0,49,49,2401,1,33,33
2007,MDW,Towers with Radar,2030,62,126352,1657,70,115293,301,29,8833,1,33,33,57,27,1511,14,49,682
2007,MEM,Combined TRACON & Tower with Radar,657,39,25795,418,44,18271,177,27,4832,28,58,1632,30,32,973,4,22,87
2007,MHT,Towers with Radar,2,44,87,2,44,87,0,0,0,0,0,0,0,0,0,0,0,0
2007,MIA,Combined TRACON & Tower with Radar,966,31,29715,697,32,22484,49,23,1114,5,17,85,163,29,4675,52,26,1357
2007,MKE,Combined TRACON & Tower with Radar,84,68,5739,74,73,5393,7,37,261,0,0,0,2,30,60,1,25,25
2007,MSP,Towers with Radar,5594,65,364686,2710,74,200039,56,31,1754,0,0,0,2660,59,156021,168,41,6872
2007,MSY,Combined TRACON & Tower with Radar,25,37,936,11,35,385,1,37,37,0,0,0,7,54,381,6,22,133
2007,OAK,Towers with Radar,342,23,7976,37,38,1418,84,21,1790,0,0,0,171,21,3627,50,23,1141
2007,OGG,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,OMA,Towers with Radar,5,211,1055,5,211,1055,0,0,0,0,0,0,0,0,0,0,0,0
2007,ONT,Towers with Radar,206,34,6983,19,48,904,29,34,982,73,38,2780,65,27,1785,20,27,532
2007,ORD,Towers with Radar,57828,64,3712794,50317,70,3509121,2982,30,89043,240,44,10580,3776,22,84898,513,37,19152
2007,PBI,Combined TRACON & Tower with Radar,1018,30,30670,72,32,2324,830,31,25451,37,36,1314,40,19,765,39,21,816
2007,PDX,Towers with Radar,74,34,2531,66,35,2325,1,18,18,4,19,77,1,23,23,2,44,88
2007,PHL,Combined TRACON & Tower with Radar,23764,53,1249508,17338,63,1100147,1179,27,32075,39,37,1459,4878,22,106031,330,30,9796
2007,PHX,Towers with Radar,7141,27,195366,3128,38,118582,441,21,9409,3,23,70,3353,18,61875,216,25,5430
2007,PIT,Combined TRACON & Tower with Radar,39,61,2377,28,64,1780,0,0,0,5,46,229,0,0,0,6,61,368
2007,PSP,Combined TRACON & Tower with Radar,14,29,403,2,49,97,3,22,65,5,32,161,3,21,63,1,17,17
2007,PSP,Towers with Radar,6,26,157,0,0,0,3,26,79,0,0,0,1,35,35,2,22,43
2007,PVD,Combined TRACON & Tower with Radar,43,48,2049,26,43,1130,8,25,198,0,0,0,7,89,626,2,48,95
2007,RDU,Combined TRACON & Tower with Radar,39,60,2355,27,74,2000,0,0,0,0,0,0,0,0,0,12,30,355
2007,RFD,Combined TRACON & Tower with Radar,7,29,205,4,30,120,2,33,65,0,0,0,1,20,20,0,0,0
2007,RSW,Combined TRACON & Tower with Radar,190,35,6596,43,52,2249,66,27,1799,0,0,0,75,32,2382,6,28,166
2007,SAN,Towers with Radar,508,31,15831,302,36,11020,136,21,2900,6,37,219,61,27,1622,3,23,70
2007,SAT,Combined TRACON & Tower with Radar,27,76,2049,19,87,1658,2,62,124,0,0,0,0,0,0,6,45,267
2007,SDF,Combined TRACON & Tower with Radar,77,41,3172,50,41,2034,7,92,643,0,0,0,0,0,0,20,25,495
2007,SEA,Towers with Radar,1437,42,60755,1171,43,50077,5,17,84,191,47,8976,55,22,1222,15,26,396
2007,SFO,Towers with Radar,12042,57,688717,10650,60,639494,204,24,4980,1,24,24,1003,37,37198,184,38,7021
2007,SJC,Towers with Radar,36,28,1003,12,46,548,16,18,291,0,0,0,7,21,148,1,16,16
2007,SJU,Towers with Radar,419,32,13576,80,31,2519,135,33,4443,9,41,372,153,32,4899,42,32,1343
2007,SLC,Towers with Radar,1436,38,53894,941,46,42955,28,21,585,24,22,527,416,22,8982,27,31,845
2007,SMF,Towers with Radar,9,31,275,1,19,19,1,18,18,0,0,0,7,34,238,0,0,0
2007,SNA,Towers with Radar,1944,21,40001,59,27,1595,46,21,962,12,21,251,1806,20,36544,21,31,649
2007,STL,Towers with Radar,21,54,1134,19,53,1006,0,0,0,0,0,0,0,0,0,2,64,128
2007,TEB,Towers with Radar,7357,49,361653,1281,64,82018,3498,49,172269,18,27,481,2199,40,88536,361,51,18349
2007,TPA,Combined TRACON & Tower with Radar,391,29,11431,147,30,4482,14,24,334,53,29,1558,50,18,918,127,33,4139
2007,TUS,Towers with Radar,7,21,145,0,0,0,3,17,51,0,0,0,0,0,0,4,24,94
2007,VNY,Towers with Radar,227,27,6054,6,21,128,218,27,5869,0,0,0,3,19,57,0,0,0
2008,ABQ,Combined TRACON & Tower with Radar,7,27,192,6,26,155,0,0,0,0,0,0,1,37,37,0,0,0
2008,ANC,Towers with Radar,566,23,13062,194,26,5060,7,26,184,37,26,972,281,21,5867,47,21,979
2008,ATL,Towers with Radar,37969,45,1705903,26092,54,1400574,8728,19,165203,1539,70,108374,700,22,15261,910,18,16491
2008,AUS,Combined TRACON & Tower with Radar,26,72,1861,25,73,1831,0,0,0,0,0,0,1,30,30,0,0,0
2008,BDL,Towers with Radar,23,48,1094,17,50,856,0,0,0,1,20,20,5,44,218,0,0,0
2008,BHM,Combined TRACON & Tower with Radar,4,40,160,4,40,160,0,0,0,0,0,0,0,0,0,0,0,0
2008,BNA,Combined TRACON & Tower with Radar,14,23,327,9,23,211,0,0,0,0,0,0,0,0,0,5,23,116
2008,BOS,Towers with Radar,8334,71,589061,8003,72,578029,53,26,1357,41,63,2575,206,32,6502,31,19,598
2008,BUF,Combined TRACON & Tower with Radar,21,38,808,9,41,369,0,0,0,0,0,0,0,0,0,12,37,439
2008,BUR,Towers with Radar,31,22,684,3,25,74,21,19,405,6,31,188,0,0,0,1,17,17
2008,BWI,Towers with Radar,568,71,40288,488,76,37133,35,21,751,34,64,2171,5,17,85,6,25,148
2008,CLE,Combined TRACON & Tower with Radar,573,62,35695,454,70,31722,77,23,1759,11,26,282,3,20,59,28,67,1873
2008,CLT,Combined TRACON & Tower with Radar,14925,25,370976,6007,30,181343,5311,22,118497,33,24,805,3110,19,59448,464,23,10883
2008,CVG,Combined TRACON & Tower with Radar,789,41,32032,620,45,28076,30,21,642,17,30,502,97,23,2246,25,23,566
2008,DAL,Towers with Radar,719,38,27044,370,52,19370,252,23,5847,40,15,600,27,20,541,30,23,686
2008,DAY,Combined TRACON & Tower with Radar,8,50,402,1,20,20,0,0,0,4,81,322,0,0,0,3,20,60
2008,DCA,Towers with Radar,772,52,39894,514,67,34669,51,20,1025,12,23,272,108,20,2155,87,20,1773
2008,DEN,Towers with Radar,1990,43,85350,1786,44,79360,59,27,1575,0,0,0,101,25,2547,44,42,1868
2008,DFW,Towers with Radar,2892,60,172964,2627,63,166016,62,19,1194,0,0,0,66,20,1347,137,32,4407
2008,DTW,Towers with Radar,1754,37,65465,1160,45,52706,167,23,3830,7,15,105,310,19,5864,110,27,2960
2008,EWR,Towers with Radar,67645,59,4009935,38384,81,3117909,20727,30,612192,154,30,4695,7470,32,240279,910,38,34860
2008,FLL,Towers with Radar,1944,27,51833,560,35,19500,554,29,16271,1,24,24,775,19,14974,54,20,1064
2008,HNL,Towers with Radar,3,30,90,0,0,0,0,0,0,3,30,90,0,0,0,0,0,0
2008,HOU,Towers with Radar,854,50,42533,604,54,32735,161,43,6994,0,0,0,84,32,2705,5,20,99
2008,HPN,Towers with Radar,1302,56,73037,399,83,33230,824,46,37518,3,24,71,2,19,38,74,29,2180
2008,IAD,Towers with Radar,1778,53,94709,1253,65,81509,308,25,7586,19,40,769,112,27,2989,86,22,1856
2008,IAH,Towers with Radar,13048,44,573027,9547,52,497966,771,22,16686,2,19,38,2654,21,56665,74,23,1672
2008,IND,Combined TRACON & Tower with Radar,15,29,435,15,29,435,0,0,0,0,0,0,0,0,0,0,0,0
2008,ISP,Towers with Radar,38,58,2192,12,94,1125,18,46,823,1,26,26,0,0,0,7,31,218
2008,JAX,Combined TRACON & Tower with Radar,52,47,2450,28,55,1550,15,42,623,6,35,211,0,0,0,3,22,66
2008,JFK,Towers with Radar,32967,56,1856339,20470,65,1323872,9463,46,436641,118,82,9632,1505,26,38747,1411,34,47447
2008,LAS,Towers with Radar,13776,38,530341,4581,54,245829,2325,26,61272,132,19,2519,6239,33,203858,499,34,16863
2008,LAX,Towers with Radar,1958,34,66780,923,34,31570,221,21,4738,75,44,3325,651,39,25388,88,20,1759
2008,LGA,Towers with Radar,49636,56,2780798,34739,67,2328250,6234,33,204314,587,44,25846,6658,28,186268,1418,25,36120
2008,LGB,Towers with Radar,33,20,666,6,19,114,21,21,434,0,0,0,1,26,26,5,18,92
2008,MCI,Combined TRACON & Tower with Radar,4,24,96,4,24,96,0,0,0,0,0,0,0,0,0,0,0,0
2008,MCO,Combined TRACON & Tower with Radar,102,34,3482,91,36,3257,7,23,158,0,0,0,0,0,0,4,17,67
2008,MDW,Towers with Radar,1982,67,131933,1553,65,100639,186,111,20620,76,45,3392,158,42,6684,9,66,598
2008,MEM,Combined TRACON & Tower with Radar,949,46,43870,791,47,37389,54,24,1320,91,54,4905,3,17,52,10,20,204
2008,MHT,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,MIA,Combined TRACON & Tower with Radar,739,35,25761,686,36,24574,9,18,159,2,15,30,34,20,680,8,40,318
2008,MKE,Combined TRACON & Tower with Radar,21,54,1144,20,56,1128,0,0,0,0,0,0,0,0,0,1,16,16
2008,MSP,Towers with Radar,1579,75,118043,1534,76,116537,42,34,1431,0,0,0,0,0,0,3,25,75
2008,MSY,Combined TRACON & Tower with Radar,27,49,1323,9,45,406,0,0,0,15,56,835,0,0,0,3,27,82
2008,OAK,Towers with Radar,282,21,5919,87,27,2348,7,20,143,0,0,0,173,18,3134,15,20,294
2008,OGG,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,OMA,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ONT,Towers with Radar,257,28,7318,129,31,4029,70,24,1700,9,46,413,37,23,857,12,27,319
2008,ORD,Towers with Radar,64434,70,4540730,58219,75,4365347,1959,24,47748,883,45,39495,2551,26,65229,822,28,22911
2008,PBI,Combined TRACON & Tower with Radar,719,43,31198,152,58,8872,245,46,11263,10,23,225,309,35,10778,3,20,60
2008,PDX,Towers with Radar,53,29,1541,30,36,1069,10,23,231,0,0,0,0,0,0,13,19,241
2008,PHL,Combined TRACON & Tower with Radar,30902,59,1809426,19651,76,1502037,4508,24,107939,20,48,959,6278,28,174811,445,53,23680
2008,PHX,Towers with Radar,6270,29,181683,2383,36,86708,655,25,16518,0,0,0,3079,24,75093,153,22,3364
2008,PIT,Combined TRACON & Tower with Radar,58,38,2222,52,40,2073,1,40,40,1,15,15,0,0,0,4,24,94
2008,PSP,Towers with Radar,93,30,2818,18,46,826,32,22,714,24,37,892,5,21,107,14,20,279
2008,PVD,Combined TRACON & Tower with Radar,17,46,787,11,47,518,4,29,116,0,0,0,0,0,0,2,77,153
2008,RDU,Combined TRACON & Tower with Radar,56,51,2833,33,46,1515,0,0,0,1,35,35,20,61,1228,2,28,55
2008,RFD,Combined TRACON & Tower with Radar,1,22,22,0,0,0,1,22,22,0,0,0,0,0,0,0,0,0
2008,RSW,Combined TRACON & Tower with Radar,15,91,1365,3,35,105,0,0,0,0,0,0,12,105,1260,0,0,0
2008,SAN,Towers with Radar,1246,32,39888,527,41,21792,215,22,4743,54,27,1449,336,21,7222,114,41,4682
2008,SAT,Combined TRACON & Tower with Radar,274,56,15324,62,77,4781,88,54,4717,0,0,0,3,103,309,121,46,5517
2008,SDF,Combined TRACON & Tower with Radar,165,78,12950,165,78,12950,0,0,0,0,0,0,0,0,0,0,0,0
2008,SEA,Towers with Radar,1065,44,46764,935,46,42629,34,19,657,0,0,0,92,37,3382,4,24,96
2008,SFO,Towers with Radar,17920,63,1123119,16376,65,1064178,205,21,4376,29,56,1632,653,20,12909,657,61,40024
2008,SJC,Towers with Radar,38,26,992,17,33,560,20,21,415,0,0,0,1,17,17,0,0,0
2008,SJU,Towers with Radar,136,37,5024,0,0,0,51,39,2004,0,0,0,20,32,630,65,37,2390
2008,SLC,Towers with Radar,748,54,40650,618,58,36052,22,19,428,46,26,1185,30,29,869,32,66,2116
2008,SMF,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,SNA,Towers with Radar,1734,20,35519,22,29,634,168,23,3836,1,21,21,1419,20,28155,124,23,2873
2008,STL,Towers with Radar,47,51,2387,47,51,2387,0,0,0,0,0,0,0,0,0,0,0,0
2008,TEB,Towers with Radar,2761,43,119480,727,56,40855,977,44,42769,7,43,302,978,35,33927,72,23,1627
2008,TPA,Combined TRACON & Tower with Radar,368,31,11477,166,38,6375,19,19,369,2,29,58,159,26,4206,22,21,469
2008,TUS,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,VNY,Towers with Radar,97,23,2267,3,17,51,93,24,2199,0,0,0,1,17,17,0,0,0
2009,ABQ,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ANC,Towers with Radar,147,24,3519,98,26,2522,46,21,943,0,0,0,1,22,22,2,16,32
2009,ATL,Towers with Radar,63589,41,2619898,47234,48,2281672,13559,20,264468,837,36,30496,808,22,17858,1151,22,25404
2009,AUS,Combined TRACON & Tower with Radar,9,32,292,0,0,0,0,0,0,0,0,0,9,32,292,0,0,0
2009,BDL,Towers with Radar,4,42,168,3,47,142,0,0,0,0,0,0,0,0,0,1,26,26
2009,BHM,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,BNA,Combined TRACON & Tower with Radar,10,39,392,10,39,392,0,0,0,0,0,0,0,0,0,0,0,0
2009,BOS,Towers with Radar,7701,71,547959,6982,72,502686,83,27,2264,143,83,11810,227,61,13857,266,65,17342
2009,BUF,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,BUR,Towers with Radar,2,34,68,1,35,35,0,0,0,0,0,0,1,33,33,0,0,0
2009,BWI,Towers with Radar,386,48,18467,258,61,15733,55,21,1175,0,0,0,6,18,109,67,22,1450
2009,CLE,Combined TRACON & Tower with Radar,287,33,9386,152,38,5843,70,28,1979,0,0,0,2,23,45,63,24,1519
2009,CLT,Combined TRACON & Tower with Radar,14546,26,381065,8596,25,213141,4445,23,103879,424,51,21574,752,48,35727,329,20,6744
2009,CVG,Combined TRACON & Tower with Radar,362,34,12135,302,36,10896,27,23,624,0,0,0,23,18,423,10,19,192
2009,DAL,Towers with Radar,482,48,23223,322,58,18774,121,28,3375,0,0,0,21,31,660,18,23,414
2009,DAY,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,DCA,Towers with Radar,1021,43,43989,586,56,33012,270,21,5593,39,42,1638,68,36,2470,58,22,1276
2009,DEN,Towers with Radar,3395,46,156172,2875,46,133644,56,34,1898,2,20,39,434,46,19956,28,23,635
2009,DFW,Towers with Radar,3580,68,244526,3405,70,238969,44,19,833,0,0,0,23,18,415,108,40,4309
2009,DTW,Towers with Radar,3048,30,91586,1355,41,55450,345,22,7760,1,24,24,1138,22,24480,209,19,3872
2009,EWR,Towers with Radar,54254,66,3605359,38206,81,3112574,14528,28,409156,153,64,9733,266,29,7828,1101,60,66068
2009,FLL,Towers with Radar,1034,26,27171,408,34,13935,498,20,10102,18,39,702,53,22,1185,57,22,1247
2009,HNL,Towers with Radar,12,46,557,0,0,0,0,0,0,0,0,0,0,0,0,12,46,557
2009,HOU,Towers with Radar,321,53,16905,250,60,15095,58,22,1271,10,41,412,0,0,0,3,42,127
2009,HPN,Towers with Radar,554,37,20694,50,63,3163,431,37,15898,0,0,0,39,22,876,34,22,757
2009,IAD,Towers with Radar,1318,43,56534,761,57,43112,457,24,11048,18,30,545,43,22,963,39,22,866
2009,IAH,Towers with Radar,9941,35,346879,5954,45,267400,3390,19,65615,118,28,3286,237,23,5333,242,22,5245
2009,IND,Combined TRACON & Tower with Radar,7,38,264,7,38,264,0,0,0,0,0,0,0,0,0,0,0,0
2009,ISP,Towers with Radar,7,125,875,6,129,772,0,0,0,0,0,0,0,0,0,1,103,103
2009,JAX,Combined TRACON & Tower with Radar,45,36,1636,6,34,203,39,37,1433,0,0,0,0,0,0,0,0,0
2009,JFK,Towers with Radar,23458,51,1200764,15147,62,932981,3008,31,92723,0,0,0,3848,30,114800,1455,41,60260
2009,LAS,Towers with Radar,5790,31,181668,2210,43,94265,1526,20,30849,0,0,0,1889,28,52387,165,25,4167
2009,LAX,Towers with Radar,379,23,8777,210,26,5391,100,20,1958,3,30,89,32,21,677,34,19,662
2009,LGA,Towers with Radar,37334,57,2127438,26364,70,1833338,9561,26,248414,62,22,1366,643,39,25142,704,27,19178
2009,LGB,Towers with Radar,18,20,362,5,21,105,5,19,95,0,0,0,5,22,110,3,17,52
